conv_id,iter_id,appended_input,total_input,out_token_size,carried_over
7,7,67,14333,327,14266
7,8,67,14727,222,14660
7,9,67,15016,251,14949
8,0,15340,15340,73,0
8,1,67,15480,40,15413
8,2,67,15587,40,15520
8,3,67,15694,42,15627
8,4,67,15803,97,15736
8,5,67,15967,56,15900
8,6,67,16090,528,16023
8,7,67,16685,179,16618
8,8,67,16931,512,16864
8,9,67,17510,443,17443
9,0,13285,13285,283,0
9,1,67,13635,44,13568
9,2,67,13746,36,13679
9,3,67,13849,41,13782
9,4,67,13957,38,13890
9,5,67,14062,61,13995
9,6,67,14190,119,14123
9,7,67,14376,6507,14309
9,8,67,20950,1261,20883
9,9,67,22278,6868,22211
10,0,14075,14075,75,0
10,1,69,14219,42,14150
10,2,67,14328,53,14261
10,3,67,14448,29,14381
10,4,67,14544,54,14477
10,5,67,14665,78,14598
10,6,67,14810,42,14743
10,7,67,14919,130,14852
10,8,67,15116,90,15049
10,9,67,15273,195,15206
11,0,10262,10262,89,0
11,1,67,10418,38,10351
11,2,67,10523,48,10456
11,3,67,10638,41,10571
11,4,67,10746,47,10679
11,5,67,10860,65,10793
11,6,67,10992,116,10925
11,7,67,11175,163,11108
11,8,67,11405,189,11338
11,9,67,11661,71,11594
12,0,16428,16428,83,0
12,1,67,16578,40,16511
12,2,67,16685,43,16618
12,3,67,16795,41,16728
12,4,67,16903,254,16836
12,5,67,17224,56,17157
12,6,67,17347,48,17280
12,7,67,17462,65,17395
12,8,67,17594,84,17527
12,9,67,17745,384,17678
13,0,15145,15145,97,0
13,1,67,15309,41,15242
13,2,67,15417,34,15350
13,3,67,15518,77,15451
13,4,67,15662,48,15595
13,5,67,15777,263,15710
13,6,67,16107,548,16040
13,7,67,16722,515,16655
13,8,67,17304,283,17237
13,9,67,17654,251,17587
14,0,15949,15949,101,0
14,1,67,16117,48,16050
14,2,67,16232,37,16165
14,3,67,16336,80,16269
14,4,67,16483,231,16416
14,5,67,16781,129,16714
14,6,67,16977,184,16910
14,7,190,17351,1769,17161
14,8,67,19187,76,19120
15,0,10928,10928,87,0
15,1,67,11082,40,11015
15,2,67,11189,64,11122
15,3,67,11320,37,11253
15,4,67,11424,70,11357
15,5,67,11561,39,11494
15,6,67,11667,51,11600
15,7,67,11785,313,11718
15,8,67,12165,231,12098
15,9,67,12463,303,12396
16,0,11042,11042,125,0
16,1,67,11234,41,11167
16,2,67,11342,75,11275
16,3,67,11484,55,11417
16,4,67,11606,62,11539
16,5,67,11735,47,11668
16,6,67,11849,50,11782
16,7,67,11966,55,11899
16,8,67,12088,260,12021
16,9,67,12415,257,12348
17,0,15857,15857,92,0
17,1,67,16016,40,15949
17,2,67,16123,54,16056
17,3,67,16244,33,16177
17,4,67,16344,87,16277
17,5,67,16498,730,16431
17,6,67,17295,159,17228
17,7,67,17521,392,17454
17,8,67,17980,530,17913
17,9,67,18577,451,18510
18,0,16591,16591,91,0
18,1,67,16749,38,16682
18,2,67,16854,38,16787
18,3,67,16959,77,16892
18,4,67,17103,309,17036
18,5,67,17479,4244,17412
18,6,67,21790,167,21723
18,7,67,22024,535,21957
18,8,67,22626,444,22559
18,9,67,23137,430,23070
19,0,14778,14778,104,0
19,1,67,14949,38,14882
19,2,67,15054,51,14987
19,3,67,15172,67,15105
19,4,67,15306,31,15239
19,5,67,15404,269,15337
19,6,67,15740,159,15673
19,7,67,15966,102,15899
19,8,67,16135,167,16068
19,9,67,16369,244,16302
20,0,10564,10564,142,0
20,1,67,10773,38,10706
20,2,67,10878,70,10811
20,3,67,11015,54,10948
20,4,67,11136,139,11069
20,5,67,11342,170,11275
20,6,67,11579,276,11512
20,7,67,11922,262,11855
20,8,67,12251,597,12184
20,9,67,12915,296,12848
21,0,14219,14219,107,0
21,1,67,14393,40,14326
21,2,67,14500,51,14433
21,3,67,14618,56,14551
21,4,67,14741,167,14674
21,5,67,14975,44,14908
21,6,67,15086,355,15019
21,7,190,15631,210,15441
21,8,67,15908,888,15841
22,0,15624,15624,122,0
22,1,67,15813,40,15746
22,2,67,15920,43,15853
22,3,67,16030,80,15963
22,4,67,16177,121,16110
22,5,67,16365,206,16298
22,6,67,16638,76,16571
22,7,190,16904,158,16714
22,8,67,17129,802,17062
23,0,15937,15937,77,0
23,1,67,16081,41,16014
23,2,67,16189,38,16122
23,3,67,16294,53,16227
23,4,67,16414,156,16347
23,5,67,16637,171,16570
23,6,67,16875,1129,16808
23,7,67,18071,617,18004
23,8,67,18755,669,18688
23,9,67,19491,478,19424
24,0,17836,17836,133,0
24,1,67,18036,40,17969
24,2,67,18143,42,18076
24,3,67,18252,38,18185
24,4,67,18357,62,18290
24,5,67,18486,89,18419
24,6,67,18642,241,18575
24,7,67,18950,427,18883
24,8,67,19444,162,19377
24,9,67,19673,264,19606
25,0,10134,10134,125,0
25,1,67,10326,40,10259
25,2,67,10433,58,10366
25,3,67,10558,45,10491
25,4,67,10670,64,10603
25,5,67,10801,89,10734
25,6,67,10957,117,10890
25,7,67,11141,254,11074
25,8,67,11462,176,11395
25,9,67,11705,332,11638
26,0,18265,18265,155,0
26,1,67,18487,40,18420
26,2,67,18594,53,18527
26,3,67,18714,41,18647
26,4,67,18822,50,18755
26,5,67,18939,183,18872
26,6,190,19312,173,19122
26,7,67,19552,50,19485
26,8,67,19669,222,19602
27,0,14181,14181,64,0
27,1,69,14314,46,14245
27,2,67,14427,40,14360
27,3,67,14534,42,14467
27,4,67,14643,112,14576
27,5,67,14822,285,14755
27,6,67,15174,436,15107
27,7,67,15677,211,15610
27,8,67,15955,1126,15888
27,9,67,17148,235,17081
28,0,9756,9756,249,0
28,1,67,10072,40,10005
28,2,67,10179,54,10112
28,3,67,10300,53,10233
28,4,67,10420,58,10353
28,5,67,10545,41,10478
28,6,313,10899,102,10586
28,7,67,11068,186,11001
29,0,14269,14269,126,0
29,1,67,14462,39,14395
29,2,67,14568,39,14501
29,3,67,14674,132,14607
29,4,67,14873,51,14806
29,5,67,14991,402,14924
29,6,67,15460,222,15393
29,7,67,15749,299,15682
29,8,67,16115,277,16048
29,9,67,16459,317,16392
30,0,14264,14264,143,0
30,1,67,14474,39,14407
30,2,67,14580,138,14513
30,3,67,14785,153,14718
30,4,67,15005,239,14938
30,5,67,15311,431,15244
30,6,67,15809,521,15742
30,7,67,16397,369,16330
30,8,67,16833,379,16766
30,9,67,17279,78,17212
31,0,15715,15715,84,0
31,1,67,15866,39,15799
31,2,67,15972,51,15905
31,3,67,16090,58,16023
31,4,67,16215,46,16148
31,5,67,16328,7136,16261
31,6,67,23531,375,23464
31,7,67,23973,7076,23906
31,8,67,31116,307,31049
31,9,67,31490,388,31423
32,0,15904,15904,96,0
32,1,67,16067,34,16000
32,2,67,16168,48,16101
32,3,67,16283,53,16216
32,4,67,16403,56,16336
32,5,67,16526,99,16459
32,6,67,16692,245,16625
32,7,67,17004,270,16937
32,8,67,17341,314,17274
32,9,67,17722,140,17655
33,0,14125,14125,102,0
33,1,67,14294,39,14227
33,2,67,14400,40,14333
33,3,67,14507,70,14440
33,4,67,14644,42,14577
33,5,67,14753,42,14686
33,6,67,14862,236,14795
33,7,67,15165,2705,15098
33,8,67,17937,469,17870
33,9,67,18473,546,18406
34,0,15243,15243,99,0
34,1,67,15409,40,15342
34,2,67,15516,55,15449
34,3,67,15638,46,15571
34,4,67,15751,102,15684
34,5,67,15920,203,15853
34,6,67,16190,186,16123
34,7,67,16443,147,16376
34,8,67,16657,497,16590
34,9,67,17221,478,17154
35,0,13933,13933,84,0
35,1,67,14084,40,14017
35,2,67,14191,42,14124
35,3,67,14300,52,14233
35,4,67,14419,124,14352
35,5,67,14610,154,14543
35,6,67,14831,402,14764
35,7,67,15300,336,15233
35,8,67,15703,353,15636
35,9,67,16123,797,16056
36,0,15736,15736,83,0
36,1,67,15886,39,15819
36,2,67,15992,65,15925
36,3,67,16124,41,16057
36,4,67,16232,61,16165
36,5,67,16360,188,16293
36,6,67,16615,195,16548
36,7,67,16877,1997,16810
36,8,67,18941,131,18874
36,9,67,19139,2599,19072
37,0,13730,13730,197,0
37,1,67,13994,40,13927
37,2,67,14101,46,14034
37,3,67,14214,44,14147
37,4,67,14325,103,14258
37,5,67,14495,53,14428
37,6,67,14615,54,14548
37,7,67,14736,155,14669
37,8,67,14958,728,14891
37,9,67,15753,121,15686
38,0,13577,13577,88,0
38,1,67,13732,46,13665
38,2,67,13845,39,13778
38,3,67,13951,66,13884
38,4,67,14084,193,14017
38,5,67,14344,48,14277
38,6,67,14459,548,14392
38,7,67,15074,669,15007
38,8,67,15810,122,15743
38,9,67,15999,601,15932
39,0,20085,20085,119,0
39,1,67,20271,35,20204
39,2,67,20373,76,20306
39,3,67,20516,6492,20449
39,4,67,27075,377,27008
39,5,67,27519,574,27452
39,6,67,28160,567,28093
39,7,67,28794,495,28727
39,8,67,29356,232,29289
39,9,67,29655,435,29588
40,0,15768,15768,121,0
40,1,67,15956,35,15889
40,2,67,16058,52,15991
40,3,67,16177,52,16110
40,4,67,16296,182,16229
40,5,67,16545,49,16478
40,6,67,16661,95,16594
40,7,67,16823,65,16756
40,8,67,16955,57,16888
40,9,67,17079,244,17012
41,0,11793,11793,75,0
41,1,67,11935,40,11868
41,2,67,12042,58,11975
41,3,67,12167,32,12100
41,4,67,12266,54,12199
41,5,67,12387,43,12320
41,6,67,12497,233,12430
41,7,67,12797,157,12730
41,8,67,13021,57,12954
41,9,67,13145,295,13078
42,0,13260,13260,78,0
42,1,67,13405,39,13338
42,2,67,13511,51,13444
42,3,67,13629,35,13562
42,4,67,13731,36,13664
42,5,67,13834,104,13767
42,6,67,14005,177,13938
42,7,67,14249,352,14182
42,8,67,14668,145,14601
42,9,67,14880,175,14813
43,0,9702,9702,69,0
43,1,67,9838,49,9771
43,2,67,9954,44,9887
43,3,67,10065,50,9998
43,4,67,10182,54,10115
43,5,67,10303,65,10236
43,6,67,10435,158,10368
43,7,67,10660,69,10593
43,8,67,10796,135,10729
43,9,67,10998,121,10931
44,0,13375,13375,92,0
44,1,67,13534,41,13467
44,2,67,13642,57,13575
44,3,67,13766,44,13699
44,4,67,13877,54,13810
44,5,67,13998,75,13931
44,6,67,14140,54,14073
44,7,67,14261,352,14194
44,8,67,14680,209,14613
44,9,67,14956,115,14889
45,0,16009,16009,97,0
45,1,67,16173,39,16106
45,2,67,16279,51,16212
45,3,67,16397,45,16330
45,4,67,16509,161,16442
45,5,67,16737,248,16670
45,6,67,17052,525,16985
45,7,67,17644,392,17577
45,8,67,18103,300,18036
45,9,67,18470,454,18403
46,0,16859,16859,89,0
46,1,67,17015,39,16948
46,2,67,17121,69,17054
46,3,67,17257,38,17190
46,4,67,17362,193,17295
46,5,67,17622,184,17555
46,6,67,17873,148,17806
46,7,67,18088,767,18021
46,8,67,18922,780,18855
46,9,67,19769,751,19702
47,0,15180,15180,104,0
47,1,67,15351,41,15284
47,2,67,15459,41,15392
47,3,67,15567,49,15500
47,4,67,15683,83,15616
47,5,67,15833,232,15766
47,6,67,16132,614,16065
47,7,67,16813,264,16746
47,8,67,17144,272,17077
47,9,67,17483,343,17416
48,0,15386,15386,84,0
48,1,67,15537,43,15470
48,2,67,15647,62,15580
48,3,67,15776,49,15709
48,4,67,15892,63,15825
48,5,67,16022,284,15955
48,6,67,16373,417,16306
48,7,67,16857,351,16790
48,8,67,17275,478,17208
48,9,67,17820,722,17753
49,0,13618,13618,157,0
49,1,67,13842,41,13775
49,2,67,13950,42,13883
49,3,67,14059,116,13992
49,4,67,14242,173,14175
49,5,67,14482,179,14415
49,6,67,14728,467,14661
49,7,67,15262,123,15195
49,8,67,15452,593,15385
49,9,67,16112,261,16045
50,0,16460,16460,149,0
50,1,67,16676,35,16609
50,2,67,16778,48,16711
50,3,67,16893,4101,16826
50,4,67,21061,322,20994
50,5,67,21450,4113,21383
50,6,67,25630,244,25563
50,7,67,25941,80,25874
50,8,67,26088,262,26021
50,9,67,26417,45,26350
51,0,15745,15745,125,0
51,1,67,15937,40,15870
51,2,67,16044,64,15977
51,3,67,16175,5076,16108
51,4,67,21318,320,21251
51,5,67,21705,149,21638
51,6,67,21921,228,21854
51,7,67,22216,264,22149
51,8,67,22547,48,22480
51,9,67,22662,256,22595
52,0,15889,15889,89,0
52,1,67,16045,42,15978
52,2,67,16154,36,16087
52,3,67,16257,48,16190
52,4,67,16372,37,16305
52,5,67,16476,376,16409
52,6,67,16919,420,16852
52,7,67,17406,1113,17339
52,8,67,18586,353,18519
52,9,67,19006,163,18939
53,0,16418,16418,101,0
53,1,67,16586,47,16519
53,2,67,16700,34,16633
53,3,67,16801,35,16734
53,4,67,16903,1891,16836
53,5,67,18861,552,18794
53,6,67,19480,1944,19413
53,7,67,21491,353,21424
53,8,67,21911,322,21844
53,9,67,22300,562,22233
54,0,13886,13886,79,0
54,1,69,14034,39,13965
54,2,67,14140,41,14073
54,3,67,14248,52,14181
54,4,67,14367,63,14300
54,5,67,14497,68,14430
54,6,67,14632,58,14565
54,7,67,14757,178,14690
54,8,67,15002,270,14935
54,9,67,15339,1374,15272
55,0,15256,15256,82,0
55,1,67,15405,44,15338
55,2,67,15516,48,15449
55,3,67,15631,58,15564
55,4,67,15756,112,15689
55,5,67,15935,204,15868
55,6,67,16206,554,16139
55,7,67,16827,309,16760
55,8,67,17203,853,17136
55,9,67,18123,135,18056
56,0,15933,15933,84,0
56,1,67,16084,41,16017
56,2,67,16192,65,16125
56,3,67,16324,49,16257
56,4,67,16440,44,16373
56,5,67,16551,106,16484
56,6,67,16724,178,16657
56,7,67,16969,178,16902
56,8,67,17214,240,17147
56,9,67,17521,283,17454
57,0,14616,14616,132,0
57,1,67,14815,41,14748
57,2,67,14923,31,14856
57,3,67,15021,53,14954
57,4,67,15141,59,15074
57,5,67,15267,104,15200
57,6,67,15438,129,15371
57,7,67,15634,420,15567
57,8,67,16121,341,16054
57,9,67,16529,260,16462
58,0,15264,15264,70,0
58,1,67,15401,39,15334
58,2,67,15507,57,15440
58,3,67,15631,67,15564
58,4,67,15765,55,15698
58,5,67,15887,45,15820
58,6,67,15999,87,15932
58,7,67,16153,142,16086
58,8,67,16362,147,16295
58,9,67,16576,375,16509
59,0,13733,13733,95,0
59,1,67,13895,42,13828
59,2,67,14004,50,13937
59,3,67,14121,57,14054
59,4,67,14245,100,14178
59,5,67,14412,45,14345
59,6,67,14524,428,14457
59,7,67,15019,725,14952
59,8,67,15811,519,15744
59,9,67,16397,616,16330
60,0,8700,8700,95,0
60,1,67,8862,38,8795
60,2,67,8967,42,8900
60,3,67,9076,84,9009
60,4,67,9227,142,9160
60,5,67,9436,813,9369
60,6,67,10316,210,10249
60,7,67,10593,346,10526
60,8,67,11006,805,10939
60,9,67,11878,558,11811
61,0,15506,15506,81,0
61,1,67,15654,40,15587
61,2,67,15761,46,15694
61,3,67,15874,48,15807
61,4,67,15989,75,15922
61,5,67,16131,44,16064
61,6,67,16242,159,16175
61,7,67,16468,520,16401
61,8,67,17055,169,16988
61,9,67,17291,285,17224
62,0,15348,15348,79,0
62,1,67,15494,39,15427
62,2,67,15600,40,15533
62,3,190,15830,39,15640
62,4,67,15936,80,15869
62,5,67,16083,223,16016
62,6,67,16373,275,16306
62,7,67,16715,291,16648
62,8,67,17073,369,17006
63,0,13441,13441,124,0
63,1,67,13632,37,13565
63,2,67,13736,49,13669
63,3,67,13852,51,13785
63,4,67,13970,60,13903
63,5,67,14097,94,14030
63,6,67,14258,307,14191
63,7,67,14632,586,14565
63,8,67,15285,190,15218
63,9,67,15542,46,15475
64,0,16386,16386,113,0
64,1,67,16566,41,16499
64,2,67,16674,51,16607
64,3,67,16792,37,16725
64,4,67,16896,62,16829
64,5,67,17025,56,16958
64,6,67,17148,89,17081
64,7,67,17304,46,17237
64,8,67,17417,43,17350
64,9,67,17527,48,17460
65,0,16073,16073,100,0
65,1,67,16240,60,16173
65,2,67,16367,41,16300
65,3,67,16475,72,16408
65,4,67,16614,55,16547
65,5,67,16736,8860,16669
65,6,67,25663,826,25596
65,7,67,26556,9061,26489
65,8,67,35684,739,35617
65,9,67,36490,202,36423
66,0,16156,16156,88,0
66,1,67,16311,39,16244
66,2,67,16417,41,16350
66,3,67,16525,53,16458
66,4,67,16645,176,16578
66,5,67,16888,50,16821
66,6,67,17005,251,16938
66,7,67,17323,141,17256
66,8,67,17531,120,17464
66,9,67,17718,2168,17651
67,0,13169,13169,131,0
67,1,67,13367,40,13300
67,2,67,13474,66,13407
67,3,67,13607,49,13540
67,4,67,13723,52,13656
67,5,67,13842,175,13775
67,6,67,14084,280,14017
67,7,67,14431,421,14364
67,8,67,14919,236,14852
67,9,67,15222,255,15155
68,0,15588,15588,142,0
68,1,67,15797,39,15730
68,2,67,15903,59,15836
68,3,67,16029,70,15962
68,4,67,16166,255,16099
68,5,67,16488,48,16421
68,6,67,16603,722,16536
68,7,67,17392,284,17325
68,8,67,17743,453,17676
68,9,67,18263,271,18196
69,0,11655,11655,124,0
69,1,67,11846,41,11779
69,2,67,11954,58,11887
69,3,67,12079,177,12012
69,4,67,12323,283,12256
69,5,67,12673,207,12606
69,6,67,12947,328,12880
69,7,67,13342,402,13275
69,8,67,13811,170,13744
69,9,67,14048,365,13981
70,0,10028,10028,79,0
70,1,67,10174,39,10107
70,2,67,10280,47,10213
70,3,67,10394,58,10327
70,4,67,10519,71,10452
70,5,67,10657,63,10590
70,6,67,10787,113,10720
70,7,67,10967,212,10900
70,8,67,11246,262,11179
70,9,67,11575,566,11508
71,0,12720,12720,122,0
71,1,67,12909,42,12842
71,2,67,13018,55,12951
71,3,67,13140,114,13073
71,4,67,13321,3098,13254
71,5,67,16486,84,16419
71,6,67,16637,520,16570
71,7,67,17224,62,17157
71,8,67,17353,526,17286
71,9,67,17946,583,17879
72,0,13597,13597,126,0
72,1,67,13790,42,13723
72,2,67,13899,54,13832
72,3,67,14020,58,13953
72,4,67,14145,134,14078
72,5,67,14346,1235,14279
72,6,67,15648,411,15581
72,7,67,16126,494,16059
72,8,67,16687,260,16620
72,9,67,17014,523,16947
73,0,12593,12593,67,0
73,1,67,12727,45,12660
73,2,67,12839,46,12772
73,3,67,12952,74,12885
73,4,67,13093,55,13026
73,5,67,13215,170,13148
73,6,67,13452,292,13385
73,7,67,13811,396,13744
73,8,67,14274,99,14207
73,9,67,14440,76,14373
74,0,14871,14871,103,0
74,1,67,15041,40,14974
74,2,67,15148,44,15081
74,3,67,15259,55,15192
74,4,67,15381,197,15314
74,5,67,15645,148,15578
74,6,67,15860,682,15793
74,7,67,16609,126,16542
74,8,67,16802,560,16735
74,9,67,17429,74,17362
75,0,15809,15809,110,0
75,1,67,15986,37,15919
75,2,67,16090,52,16023
75,3,67,16209,56,16142
75,4,67,16332,63,16265
75,5,67,16462,159,16395
75,6,67,16688,247,16621
75,7,67,17002,430,16935
75,8,67,17499,126,17432
75,9,67,17692,454,17625
76,0,16476,16476,87,0
76,1,67,16630,40,16563
76,2,67,16737,65,16670
76,3,67,16869,58,16802
76,4,67,16994,57,16927
76,5,67,17118,213,17051
76,6,67,17398,47,17331
76,7,67,17512,377,17445
76,8,67,17956,136,17889
76,9,67,18159,301,18092
77,0,15236,15236,137,0
77,1,67,15440,41,15373
77,2,67,15548,77,15481
77,3,67,15692,52,15625
77,4,67,15811,205,15744
77,5,67,16083,238,16016
77,6,67,16388,276,16321
77,7,67,16731,274,16664
77,8,67,17072,160,17005
77,9,67,17299,270,17232
78,0,14610,14610,105,0
78,1,67,14782,42,14715
78,2,67,14891,44,14824
78,3,67,15002,99,14935
78,4,67,15168,132,15101
78,5,67,15367,131,15300
78,6,67,15565,106,15498
78,7,67,15738,196,15671
78,8,67,16001,128,15934
78,9,67,16196,1034,16129
79,0,12983,12983,103,0
79,1,67,13153,42,13086
79,2,67,13262,57,13195
79,3,67,13386,230,13319
79,4,67,13683,237,13616
79,5,67,13987,251,13920
79,6,67,14305,376,14238
79,7,67,14748,379,14681
79,8,67,15194,184,15127
79,9,67,15445,146,15378
80,0,13220,13220,119,0
80,1,67,13406,39,13339
80,2,67,13512,89,13445
80,3,67,13668,42,13601
80,4,67,13777,52,13710
80,5,67,13896,203,13829
80,6,67,14166,266,14099
80,7,67,14499,3861,14432
80,8,67,18427,200,18360
80,9,67,18694,472,18627
81,0,15695,15695,89,0
81,1,67,15851,49,15784
81,2,67,15967,40,15900
81,3,67,16074,64,16007
81,4,67,16205,141,16138
81,5,67,16413,154,16346
81,6,67,16634,507,16567
81,7,67,17208,60,17141
81,8,67,17335,396,17268
81,9,67,17798,68,17731
82,0,11644,11644,152,0
82,1,67,11863,40,11796
82,2,67,11970,50,11903
82,3,67,12087,48,12020
82,4,67,12202,49,12135
82,5,67,12318,248,12251
82,6,67,12633,270,12566
82,7,67,12970,203,12903
82,8,67,13240,485,13173
82,9,67,13792,240,13725
83,0,11110,11110,126,0
83,1,67,11303,42,11236
83,2,67,11412,46,11345
83,3,67,11525,32,11458
83,4,67,11624,255,11557
83,5,67,11946,492,11879
83,6,67,12505,275,12438
83,7,67,12847,483,12780
83,8,67,13397,85,13330
83,9,67,13549,388,13482
84,0,15542,15542,73,0
84,1,69,15684,42,15615
84,2,67,15793,45,15726
84,3,67,15905,43,15838
84,4,67,16015,36,15948
84,5,190,16241,194,16051
84,6,67,16502,74,16435
84,7,67,16643,360,16576
84,8,67,17070,250,17003
85,0,15300,15300,100,0
85,1,67,15467,39,15400
85,2,67,15573,57,15506
85,3,67,15697,68,15630
85,4,67,15832,7985,15765
85,5,67,23884,85,23817
85,6,67,24036,283,23969
85,7,67,24386,281,24319
85,8,67,24734,251,24667
85,9,67,25052,138,24985
86,0,14532,14532,75,0
86,1,67,14674,42,14607
86,2,67,14783,52,14716
86,3,67,14902,54,14835
86,4,67,15023,656,14956
86,5,67,15746,175,15679
86,6,67,15988,1822,15921
86,7,67,17877,1687,17810
86,8,67,19631,703,19564
86,9,67,20401,654,20334
87,0,14560,14560,108,0
87,1,67,14735,44,14668
87,2,67,14846,54,14779
87,3,67,14967,46,14900
87,4,67,15080,179,15013
87,5,67,15326,336,15259
87,6,67,15729,439,15662
87,7,67,16235,634,16168
87,8,67,16936,459,16869
87,9,67,17462,282,17395
88,0,15473,15473,158,0
88,1,67,15698,41,15631
88,2,67,15806,41,15739
88,3,67,15914,146,15847
88,4,190,16250,323,16060
88,5,67,16640,60,16573
88,6,67,16767,430,16700
88,7,67,17264,485,17197
88,8,67,17816,700,17749
89,0,14777,14777,173,0
89,1,67,15017,38,14950
89,2,67,15122,56,15055
89,3,67,15245,55,15178
89,4,67,15367,4823,15300
89,5,67,20257,362,20190
89,6,67,20686,429,20619
89,7,67,21182,271,21115
89,8,67,21520,244,21453
89,9,67,21831,351,21764
90,0,15664,15664,113,0
90,1,67,15844,41,15777
90,2,67,15952,49,15885
90,3,67,16068,49,16001
90,4,67,16184,177,16117
90,5,67,16428,77,16361
90,6,67,16572,247,16505
90,7,67,16886,358,16819
90,8,67,17311,1262,17244
90,9,67,18640,540,18573
91,0,10594,10594,104,0
91,1,67,10765,60,10698
91,2,67,10892,50,10825
91,3,67,11009,72,10942
91,4,67,11148,106,11081
91,5,67,11321,320,11254
91,6,67,11708,283,11641
91,7,67,12058,936,11991
91,8,67,13061,592,12994
91,9,67,13720,604,13653
92,0,10391,10391,93,0
92,1,67,10551,56,10484
92,2,67,10674,39,10607
92,3,67,10780,82,10713
92,4,67,10929,70,10862
92,5,67,11066,208,10999
92,6,67,11341,2947,11274
92,7,67,14355,3252,14288
92,8,67,17674,70,17607
92,9,67,17811,660,17744
93,0,14951,14951,101,0
93,1,67,15119,38,15052
93,2,67,15224,52,15157
93,3,67,15343,48,15276
93,4,67,15458,129,15391
93,5,67,15654,254,15587
93,6,67,15975,260,15908
93,7,67,16302,768,16235
93,8,67,17137,337,17070
94,0,11279,11279,80,0
94,1,67,11426,41,11359
94,2,67,11534,52,11467
94,3,67,11653,57,11586
94,4,67,11777,50,11710
94,5,67,11894,186,11827
94,6,67,12147,470,12080
94,7,67,12684,245,12617
94,8,67,12996,642,12929
94,9,67,13705,843,13638
95,0,15774,15774,76,0
95,1,67,15917,41,15850
95,2,67,16025,45,15958
95,3,67,16137,607,16070
95,4,67,16811,97,16744
95,5,67,16975,408,16908
95,6,67,17450,192,17383
95,7,67,17709,440,17642
95,8,67,18216,368,18149
95,9,67,18651,137,18584
96,0,14928,14928,77,0
96,1,67,15072,37,15005
96,2,67,15176,44,15109
96,3,67,15287,47,15220
96,4,67,15401,91,15334
96,5,67,15559,259,15492
96,6,67,15885,82,15818
96,7,67,16034,114,15967
96,8,67,16215,144,16148
96,9,67,16426,184,16359
97,0,16216,16216,116,0
97,1,67,16399,44,16332
97,2,67,16510,51,16443
97,3,67,16628,63,16561
97,4,67,16758,318,16691
97,5,67,17143,742,17076
97,6,67,17952,97,17885
97,7,67,18116,792,18049
97,8,67,18975,645,18908
97,9,67,19687,724,19620
98,0,15487,15487,127,0
98,1,67,15681,38,15614
98,2,67,15786,46,15719
98,3,67,15899,47,15832
98,4,67,16013,31,15946
98,5,67,16111,143,16044
98,6,67,16321,164,16254
98,7,67,16552,240,16485
98,8,67,16859,596,16792
98,9,67,17522,296,17455
99,0,14844,14844,154,0
99,1,67,15065,42,14998
99,2,67,15174,40,15107
99,3,67,15281,200,15214
99,4,67,15548,144,15481
99,5,67,15759,158,15692
99,6,67,15984,497,15917
99,7,67,16548,103,16481
99,8,67,16718,434,16651
99,9,67,17219,53,17152
100,0,16288,16288,113,0
100,1,67,16468,38,16401
100,2,67,16573,50,16506
100,3,67,16690,110,16623
